REGISTRO,nome,preco
1037002370039,CARBIDOL,"68,38"
1037002410014,MICOZEN,"24,86"
1037002460011,CETOCORT,"41,89"
1037002460021,CETOCORT,"41,67"
1037002540090,CORDIL,"45,45"
1037002560016,LORADINE,"37,76"
1037002560032,LORADINE,"35,03"
1037002570021,MEVAMOX,"54,92"
1037002610024,BENEUM,"26,60"
1037002610048,BENEUM,"26,60"
1037002640044,NIMESULIX,"25,45"
1037002670016,VENAFLON,"78,70"
1037002670024,VENAFLON,"157,41"
1037002670075,VENAFLON,"151,02"
1037002670083,VENAFLON,"302,06"
1037002700055,MICOSIL,"19,79"
1037002720031,TEUTOVIT E,"34,40"
1037002810020,CLORIDRATO DE METOCLOPRAMIDA,"5,59"
1037002840027,DEXAMETASONA,"12,79"
1037002880010,BUTILBROMETO DE ESCOPOLAMINA,"9,28"
1037002960014,NITRATO DE MICONAZOL,"24,83"
1037003050011,NISTATINA,"18,17"
1037003070136,DIPIRONA SODICA,"11,62"
1037003070233,DIPIRONA SODICA,"12,37"
1037003080042,PARACETAMOL,"6,69"
1037003090056,MALEATO DE DEXCLORFENIRAMINA,"12,81"
1037003120095,CLORIDRATO DE AMBROXOL,"14,92"
1037003120133,CLORIDRATO DE AMBROXOL,"12,96"
1037003130015,ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL,"7,13"
1037003150016,SULFAMETOXAZOL + TRIMETOPRIMA,"15,00"
1037003150067,SULFAMETOXAZOL + TRIMETOPRIMA,"18,75"
1037003210027,PROFERGAN,"9,58"
1037003210167,PROFERGAN,"17,35"
1037003430078,FUROSEMIDA,"9,15"
1037003440014,DICLOFENACO DIETILAMONIO,"14,43"
1037003440022,DICLOFENACO DIETILAMONIO,"8,30"
1037003460031,DICLOFENACO RESINATO,"14,49"
1037003480032,TEUCEF,"24,79"
1037003480059,TEUCEF,"37,78"
1037003540019,FLUCONAZOL,"15,76"
1037003540027,FLUCONAZOL,"31,52"
1037003570041,OMEPRAZOL,"39,21"
1037003570090,OMEPRAZOL,"74,46"
1037003590024,PAROX,"173,41"
1037003600021,OXIFRIN,"20,00"
1037003650035,PYLORITRAT,"279,89"
1037003720025,BESILATO DE ANLODIPINO,"35,51"
1037003720041,BESILATO DE ANLODIPINO,"75,48"
1037003730055,CLORIDRATO DE VERAPAMIL,"28,99"
1037003790023,CLORIDRATO DE PROPRANOLOL,"7,73"
1037003790082,CLORIDRATO DE PROPRANOLOL,"12,52"
1037003820011,CEFALEXINA,"20,05"
1037003820021,CEFALEXINA,"95,42"
1037003820070,CEFALEXINA,"24,55"
1037003870019,DICLOFENACO,"11,92"
1037003870035,DICLOFENACO,"11,32"
1037003880170,PARACETAMOL,"101,08"
1037003910061,LISINOPRIL,"44,92"
1037003910101,LISINOPRIL,"81,96"
1037003960050,ATENOLOL,"22,98"
1037003960093,ATENOLOL,"45,94"
1037003970013,CARBOCISTEÍNA,"18,22"
1037003970056,CARBOCISTEÍNA,"27,59"
1037003990057,MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA,"29,08"
1037004020019,CIMETIDINA,"13,71"
1037004020027,CIMETIDINA,"25,48"
1037004020061,CIMETIDINA,"37,49"
1037004100098,SULFAMETOXAZOL + TRIMETOPRIMA,"14,75"
1037004420173,MALEATO DE ENALAPRIL,"20,64"
1037004420221,MALEATO DE ENALAPRIL,"27,10"
1037004420270,MALEATO DE ENALAPRIL,"50,74"
1037004430020,NITROFEN,"13,05"
1037004450021,AMINOFILINA,"5,05"
1037004450099,AMINOFILINA,"5,70"
1037004460027,NAPROXENO,"14,11"
1037004460124,NAPROXENO,"14,76"
1037004460140,NAPROXENO,"32,26"
1037004470121,AMOXICILINA,"18,79"
1037004470138,AMOXICILINA,"26,47"
1037004470146,AMOXICILINA,"37,63"
1037004490074,CLORIDRATO DE RANITIDINA,"54,76"
1037004490155,CLORIDRATO DE RANITIDINA,"16,26"
1037004490163,CLORIDRATO DE RANITIDINA,"30,18"
1037004520186,CAPTOPRIL,"18,30"
1037004520291,CAPTOPRIL,"36,59"
1037004520356,CAPTOPRIL,"36,59"
1037004560013,SECNIDAZOL,"23,84"
1037004560021,SECNIDAZOL,"44,78"
1037004570019,CLOTRIMAZOL,"16,47"
1037004570051,CLOTRIMAZOL,"10,54"
1037004580014,DIGOXINA,"8,16"
1037004580030,DIGOXINA,"15,64"
1037004590011,PROPIONATO DE CLOBETASOL,"21,10"
1037004620253,ACEBROFILINA,"32,96"
1037004620296,ACEBROFILINA,"23,63"
1037004640051,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,"29,15"
1037004650055,VALPROATO DE SODIO,"13,02"
1037004660018,BROMETO DE IPRATRÓPIO,"10,44"
1037004670013,BROMIDRATO DE FENOTEROL,"5,23"
1037004680051,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,"30,69"
1037004690091,CLORIDRATO DE OXIMETAZOLINA,"14,14"
1037004710015,CLORIDRATO DE CLINDAMICINA,"78,69"
1037004720029,CARBAMAZEPINA,"19,71"
1037004720061,CARBAMAZEPINA,"39,54"
1037004730032,FENITOÍNA,"9,62"
1037004760047,"PROPIONATO DE CLOBETASOL 0,5MG/G","21,68"
1037004770018,DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO,"22,03"
1037004790019,ACETATO DE DEXAMETASONA,"10,53"
1037004820015,NISTATINA,"26,13"
1037004820058,NISTATINA,"26,13"
1037004830029,NORFLOXACINO,"50,68"
1037004850011,LORATADINA + SULFATO DE PSEUDOEFEDRINA,"27,02"
1037004850054,LORATADINA + SULFATO DE PSEUDOEFEDRINA,"27,02"
1037004870039,CLORIDRATO DE FLUOXETINA,"52,51"
1037004900027,AZITROMICINA,"32,17"
1037004900043,AZITROMICINA,"40,22"
1037004920011,ALBENDAZOL,"9,07"
1037004920044,ALBENDAZOL,"27,16"
1037004930015,MALEATO DE TIMOLOL,"11,88"
1037004940029,"LORAZEPAM (PORT.344/98, LISTA B1)","26,74"
1037004950024,BROMAZEPAM,"21,98"
1037004950067,BROMAZEPAM,"35,28"
1037004960011,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA,"24,36"
1037004970017,CETOCONAZOL+ DIPROPIONATO DE BETAMETASONA,"25,15"
1037004990026,VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL,"29,90"
1037005000021,VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL,"30,01"
1037005010051,FUMARATO DE CETOTIFENO,"49,16"
1037005030018,"CLORIDRATO DE TRAMADOL (PORT. 344/98, L-A2)","33,65"
1037005040021,AMOXICILINA,"15,07"
1037005040102,AMOXICILINA,"37,71"
1037005050027,LOSARTANA POTÁSSICA,"22,60"
1037005050051,LOSARTANA POTÁSSICA,"44,92"
1037005050086,LOSARTANA POTÁSSICA,"47,56"
1037005060022,CLORIDRATO DE METFORMINA,"18,23"
1037005060049,CLORIDRATO DE METFORMINA,"31,56"
1037005060073,CLORIDRATO DE METFORMINA,"14,52"
1037005060091,CLORIDRATO DE METFORMINA,"28,98"
1037005090029,CEFALEXINA,"43,08"
1037005100024,CLORIDRATO DE AMITRIPTILINA,"17,54"
1037005120025,VARFARINA SÓDICA,"17,42"
1037005130012,MATERSUPRE,"68,33"
1037005140026,ATENOLOL + CLORTALIDONA,"30,54"
1037005140069,ATENOLOL + CLORTALIDONA,"48,63"
1037005150013,NIMESULIDA,"24,52"
1037005180044,DICLORIDRATO DE CETIRIZINA,"36,10"
1037005210024,SULFATO DE NEOMICINA +  BACITRACINA ZÍNCICA,"13,51"
1037005210040,SULFATO DE NEOMICINA +  BACITRACINA ZÍNCICA,"28,83"
1037005270019,ACETATO DE HIDROCORTISONA,"11,78"
1037005270035,ACETATO DE HIDROCORTISONA,"13,55"
1037005270078,ACETATO DE HIDROCORTISONA,"21,25"
1037005290036,CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL,"94,37"
1037005300031,MELOXICAM,"51,76"
1037005300104,MELOXICAM,"27,88"
1037005310045,CLORIDRATO DE SIBUTRAMINA MONOIDRATADA,"79,64"
1037005320024,CLORIDRATO DE TICLOPIDINA,"83,39"
1037005330038,GLALFITAL,"116,13"
1037005350047,MESILATO DE DOXAZOSINA,"66,26"
1037005360042,PROSTAFLUX,"101,96"
1037005370048,CEFADROXILA,"67,73"
1037005390014,IBUPROFENO,"14,88"
1037005400011,LANSOPRAZOL + CLARITROMICINA + AMOXICILINA,"210,26"
1037005400052,LANSOPRAZOL + CLARITROMICINA + AMOXICILINA,"224,38"
1037005410082,FINASTERIDA,"142,39"
1037005420071,MALEATO DE DEXCLORFENIRAMINA,"12,13"
1037005450025,ALPRAZOLAM,"64,02"
1037005450092,ALPRAZOLAM,"36,05"
1037005450149,ALPRAZOLAM,"101,22"
1037005470026,LAMOTRIGINA,"154,13"
1037005480013,CETOPROFENO,"19,66"
1037005520015,DEXAMETASONA,"12,77"
1037005520104,DEXAMETASONA,"12,77"
1037005530029,CLONAZEPAM,"13,67"
1037005540016,CETOFENID,"30,54"
1037005540083,CETOFENID,"28,98"
1037005550021,CETOPROFENO,"18,54"
1037005560041,HIPODERTRAT,"33,47"
1037005570047,CLORIDRATO DE TERBINAFINA,"19,75"
1037005580042,NISTATINA + ÓXIDO DE ZINCO,"43,17"
1037005610073,CITRATO DE SILDENAFILA,"74,08"
1037005620036,ATORVASTATINA CÁLCICA,"69,87"
1037005620109,ATORVASTATINA CÁLCICA,"69,87"
1037005630031,DILABRONCO,"31,38"
1037005670017,CLORIDRATO DE TETRACICLINA,"17,82"
1037005680020,CLORIDRATO DE CIPROFLOXACINO,"26,35"
1037005680047,CLORIDRATO DE CIPROFLOXACINO,"47,93"
1037005700013,INSONOX,"36,55"
1037005700021,INSONOX,"63,81"
1037005730011,HEMITARTARATO DE ZOLPIDEM,"29,71"
1037005730028,HEMITARTARATO DE ZOLPIDEM,"54,32"
1037005730095,HEMITARTARATO DE ZOLPIDEM,"85,28"
1037005770021,TINIDAZOL + NITRATO DE MICONAZOL,"28,14"
1037005780025,PNEUMUCIL,"27,80"
1037005790012,NITROFURANTOINA,"8,58"
1037005800034,ACETILCISTEÍNA,"33,99"
1037005800131,ACETILCISTEÍNA,"44,46"
1037005890051,PREGABALINA,"115,02"
1037005890122,PREGABALINA,"176,32"
1037005910026,TEUPANTOL,"18,31"
1037005920064,FINASTERIDA,"72,55"
1037005920072,FINASTERIDA,"136,95"
1037005950125,CLORIDRATO DE MEMANTINA,"82,82"
1037005950141,CLORIDRATO DE MEMANTINA,"157,34"
1037005960015,FUMARATO DE QUETIAPINA,"52,06"
1037005960414,FUMARATO DE QUETIAPINA,"111,54"
1037005960511,FUMARATO DE QUETIAPINA,"371,12"
1037005960619,FUMARATO DE QUETIAPINA,"667,55"
1037005980091,CELECOXIBE,"38,93"
1037005980121,CELECOXIBE,"116,82"
1037005990070,GABAPENTINA,"111,00"
1037006030021,OSTRAZIL,"56,60"
1037006040025,ALENDRONATO DE SODIO,"56,60"
1037006050470,OXALATO DE ESCITALOPRAM,"207,96"
1037006050535,OXALATO DE ESCITALOPRAM,"395,27"
1037006080027,MONTELUCASTE DE SODIO,"31,57"
1037006080043,MONTELUCASTE DE SODIO,"94,84"
1037006090057,HIDROCLOROTIAZIDA,"7,56"
1037006090073,HIDROCLOROTIAZIDA,"11,78"
1037006100011,ACICLOVIR,"214,61"
1037006100036,ACICLOVIR,"24,72"
1037006110041,BROMIDRATO DE CITALOPRAM,"208,39"
1037006130016,BACLOFENO,"28,74"
1037006130024,BACLOFENO,"86,24"
1037006140054,AMAGLYN,"49,46"
1037006140089,AMAGLYN,"88,35"
1037006150017,MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA,"46,06"
1037006150025,MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA,"30,28"
1037006160039,PANTOPRAZOL,"128,55"
1037006160071,PANTOPRAZOL,"226,57"
1037006170050,GLIMEPIRIDA,"34,96"
1037006170085,GLIMEPIRIDA,"67,63"
1037006190035,RISPERIDONA,"122,69"
1037006190078,RISPERIDONA,"254,41"
1037006190116,RISPERIDONA,"378,73"
1037006210036,NAPROX,"14,13"
1037006210117,NAPROX,"14,64"
1037006210133,NAPROX,"30,92"
1037006220074,ANTIDIN,"61,99"
1037006220163,ANTIDIN,"37,02"
1037006240131,ALIVDIP,"8,41"
1037006240237,ALIVDIP,"15,13"
1037006250011,BACTERACIN,"19,66"
1037006250062,BACTERACIN,"21,03"
1037006260025,TEUTOFORMIN,"18,23"
1037006260076,TEUTOFORMIN,"14,67"
1037006270012,CLINDAMIN-C,"95,57"
1037006280018,TENOFTAL,"12,69"
1037006310014,AERODIVENT,"10,44"
1037006320011,TRAVOPROSTA,"93,56"
1037006340071,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,"25,39"
1037006380012,BACTERACIN,"19,91"
1037006400013,FENOBARBITAL,"6,57"
1037006400072,FENOBARBITAL,"9,87"
1037006420057,LESTALGYN,"31,36"
1037006470021,LEXIN,"49,37"
1037006480025,LOTANOL,"22,60"
1037006480076,LOTANOL,"68,04"
1037006510031,FENAFLAN,"18,33"
1037006520086,FINARID,"141,23"
1037006530065,EXCALV,"69,61"
1037006550015,LEXIN,"19,59"
1037006550074,LEXIN,"24,51"
1037006570032,PROZEN,"80,25"
1037006580021,ATELIDONA,"32,57"
1037006580062,ATELIDONA,"52,16"
1037006600039,LEVOFLOXACINO,"147,31"
1037006600047,LEVOFLOXACINO,"208,35"
1037006620013,BROMOPRIDA,"21,03"
1037006620110,BROMOPRIDA,"26,05"
1037006640014,METRONIDAZOL + NISTATINA,"42,56"
1037006650036,CARDCOR,"15,05"
1037006650044,CARDCOR,"9,61"
1037006670185,TEUSIL,"18,30"
1037006670290,TEUSIL,"36,59"
1037006720026,TEUTRAZI,"30,83"
1037006720042,TEUTRAZI,"51,39"
1037006740078,DIBEDERM,"25,39"
1037006750049,TEUTOZOL,"50,13"
1037006750091,TEUTOZOL,"100,31"
1037006760052,ALBENTEL,"27,16"
1037006830174,PRESSOTEC,"21,29"
1037006830220,PRESSOTEC,"33,91"
1037006840021,TENLOPIN,"35,51"
1037006840048,TENLOPIN,"75,48"
1037006850019,ALBENTEL,"9,61"
1037006860049,EZETIMIBA,"116,21"
1037006890045,CLORIDRATO DE NEBIVOLOL,"81,04"
1037006890071,CLORIDRATO DE NEBIVOLOL,"162,09"
1037006900040,TEUBILIV,"74,92"
1037006910021,CLORIDRATO DE PROMETAZINA,"9,67"
1037006910151,CLORIDRATO DE PROMETAZINA,"14,02"
1037006930012,CETOCORT-N,"29,15"
1037007000019,CETOCORT-N,"30,69"
1037007040029,CLORIDRATO DE PAROXETINA,"87,11"
1037007050016,AMOXICILINA + CLAVULANATO DE POTÁSSIO,"95,44"
1037007060046,AMOXICILINA + CLAVULANATO DE POTÁSSIO,"149,93"
1037007070033,CLORIDRATO DE TERBINAFINA,"243,71"
1037007120014,CEFTRIAXONA DISSÓDICA,"69,25"
1037007120030,CEFTRIAXONA DISSÓDICA,"125,58"
1037007140015,METRONIDAZOL,"14,02"
1037007140066,METRONIDAZOL,"20,97"
1037007140082,METRONIDAZOL,"19,24"
1037007150037,CETOCONAZOL,"30,83"
1037007150045,CETOCONAZOL,"20,01"
1037007150061,CETOCONAZOL,"37,71"
1037007150071,CETOCONAZOL,"100,53"
1037007200069,VALSARTANA,"78,66"
1037007200247,VALSARTANA,"78,66"
1037007230073,BISSULFATO DE CLOPIDOGREL,"227,88"
1037007240060,CLORIDRATO DE SERTRALINA,"76,55"
1037007290017,CLORIDRATO DE DOXICICLINA,"62,61"
1037007330108,TARTARATO DE BRIMONIDINA,"67,66"
1037007340049,BRILIV,"27,50"
1037007360015,PARACETAMOL,"7,31"
1037007360031,PARACETAMOL,"10,79"
1037007370029,CIPROFIBRATO,"90,55"
1037007390046,LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA,"39,04"
1037007390151,LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA,"61,20"
1037007400025,ROSUVASTATINA CALCICA,"139,99"
1037007400068,ROSUVASTATINA CALCICA,"245,22"
1037007420018,CLORIDRATO DE FEXOFENADINA,"42,52"
1037007420026,CLORIDRATO DE FEXOFENADINA,"60,35"
1037007440019,CLORIDRATO DE DILTIAZEM,"37,70"
1037007570028,IBUPROFENO,"23,64"
1037007580015,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,"25,39"
1037007590010,PARACETAMOL,"22,38"
1037007590037,PARACETAMOL,"12,95"
1037007620025,IBUPRIL CAPS,"21,88"
1037007630012,CLORIDRATO DE VENLAFAXINA,"233,41"
1037007630055,CLORIDRATO DE VENLAFAXINA,"331,07"
1037007650153,MIRTAZAPINA,"126,71"
1037007700071,LEXIN,"24,59"
1037007730017,SUCCINATO DE DESVENLAFAXINA,"123,88"
1037007730025,SUCCINATO DE DESVENLAFAXINA,"142,27"
1037007750034,CETOFENID,"211,83"
1037007790095,DIPIRONA,"14,20"
1037007800015,FEXXOLYV,"42,52"
1037007800023,FEXXOLYV,"60,22"
1037202350015,PRÓS-HP,"41,22"
1037202350023,PRÓS-HP,"83,57"
1037202350031,PRÓS-HP,"125,37"
1037202350041,PRÓS-HP,"240,36"
1037202360010,LÂNICO,"92,10"
1037202420013,DIOLESS,"39,43"
1037202430078,DALÍ,"347,12"
1037202430124,DALÍ,"99,15"
1037202440022,DINE,"295,10"
1037202450028,LESTER,"42,16"
1037202450044,LESTER,"126,53"
1037202460015,ATIP,"207,73"
1037202460023,ATIP,"298,41"
1037202460074,ATIP,"60,49"
1037202460104,ATIP,"112,56"
1037202460112,ATIP,"417,73"
1037202460120,ATIP,"639,42"
1037202470010,ATIP XR,"77,21"
1037202470029,ATIP XR,"231,75"
1037202490011,MINÉRGI,"45,65"
1037202490021,MINÉRGI,"137,01"
1037202490046,MINÉRGI,"91,32"
1037202490054,MINÉRGI,"274,03"
1037202490089,MINÉRGI,"548,06"
1037202500033,CARLIT,"19,46"
1037202500068,CARLIT,"58,39"
1037202500076,CARLIT,"20,27"
1037202500084,CARLIT,"43,84"
1037202500092,CARLIT,"40,48"
1037202500149,CARLIT,"10,96"
1037202500165,CARLIT,"26,32"
1037202510012,ALEVO,"106,07"
1037202510020,ALEVO,"151,53"
1037202510039,ALEVO,"42,16"
1037202540078,SENES,"103,42"
1037202540094,SENES,"320,19"
1037202540191,SENES,"107,42"
1037202540213,SENES,"374,32"
1037202560011,VAGICAND,"34,62"
1037202570015,PROMIM,"92,31"
1037202580010,EPARÁ,"23,27"
1037202580029,EPARÁ,"48,29"
1037202590024,AVAL,"132,18"
1037202590067,AVAL,"133,94"
1037202590105,AVAL,"135,08"
1037202600089,DEBET,"15,33"
1037202600097,DEBET,"23,21"
1037202600135,DEBET,"20,98"
1037202600143,DEBET,"32,40"
1037202630018,ATEROMA,"24,80"
1037202630026,ATEROMA,"112,79"
1037202630050,ATEROMA,"24,80"
1037202630069,ATEROMA,"112,79"
1037202630093,ATEROMA,"49,60"
1037202630107,ATEROMA,"225,61"
1037202650019,ALDIJET,"18,47"
1037202690010,ASEA HCT,"22,63"
1037202690037,ASEA HCT,"73,79"
1037202690061,ASEA HCT,"25,75"
1037202690088,ASEA HCT,"116,65"
1037202690118,ASEA HCT,"25,75"
1037202690134,ASEA HCT,"84,08"
1037202700024,ALEVO,"99,88"
1037202700032,ALEVO,"139,85"
1037202720041,PRÓS,"49,17"
1037202730012,GRECE,"62,16"
1037202730020,GRECE,"74,01"
1037202730047,GRECE,"105,88"
1037202740018,NEUMOSIN,"164,40"
1037202740026,NEUMOSIN,"205,85"
1037202750013,ÓPERA,"79,81"
1037202750021,ÓPERA,"144,38"
1037202750031,ÓPERA,"327,24"
1037202750048,ÓPERA,"15,94"
1037202750064,ÓPERA,"28,88"
1037202750080,ÓPERA,"65,44"
1037202760027,ALPES,"121,13"
1037202760035,ALPES,"229,25"
1037202770049,LÂNICO,"171,78"
1037202770057,LÂNICO,"262,18"
1037202790090,ANDES,"344,27"
1037202790112,ANDES,"52,63"
1037202790171,ANDES,"225,55"
1037202790211,ANDES,"40,16"
1037202790279,ANDES,"172,14"
1037202790392,ANDES,"451,10"
1037202800029,KTRIZ UNO,"18,50"
1037202800045,KTRIZ UNO,"56,52"
1037202810016,CIBEX,"18,69"
1037202810024,CIBEX,"46,70"
1037202810059,CIBEX,"140,06"
1037202810075,CIBEX,"9,35"
1037202820021,OKÓTICO,"46,56"
1037202820054,OKÓTICO,"187,36"
1037202830025,DUATLO,"153,30"
1037202830033,DUATLO,"306,63"
1037202830041,DUATLO,"613,29"
1037202840020,COD PAR,"25,72"
1037202840039,COD PAR,"48,35"
1037202840047,COD PAR,"63,26"
1037202850018,COD,"86,35"
1037202850026,COD,"51,94"
1037202850069,COD,"19,89"
1037202860013,NOURIN,"31,10"
1037202860021,NOURIN,"52,40"
1037202870035,KTRIZ,"30,67"
1037202870043,KTRIZ,"61,36"
1037202870061,KTRIZ,"57,33"
1037202880014,ATESTO,"506,87"
1037202890028,TAM,"59,72"
1037202890044,TAM,"129,24"
1037202890060,TAM,"309,81"
1037202900015,ASEA,"21,03"
1037202900031,ASEA,"63,07"
1037202900066,ASEA,"22,11"
1037202900082,ASEA,"66,30"
1037202910010,ZOUP SL,"127,06"
1037202940017,IBANUNO,"187,76"
1037202950020,HEZO,"28,55"
1037202950063,HEZO,"68,50"
1037202950101,HEZO,"68,50"
1037202960018,TROL PAR,"37,13"
1037202960042,TROL PAR,"74,28"
1037202970145,TROL,"98,02"
1037202980019,ÁPICE,"32,04"
1037202980051,ÁPICE,"137,33"
1037202980078,ÁPICE,"36,99"
1037202980116,ÁPICE,"158,55"
1037202990014,DHIVAS,"43,33"
1037202990022,DHIVAS,"86,67"
1037202990030,DHIVAS,"130,00"
1037202990049,DHIVAS,"260,02"
1037203000034,TRIPLOA,"19,92"
1037203000042,TRIPLOA,"49,82"
1037203010013,BIQUIZ,"187,71"
1037203010021,BIQUIZ,"563,11"
1037203010048,BIQUIZ,"287,33"
1037203010056,BIQUIZ,"861,99"
1037203020019,RENOVI B,"19,87"
1037203020027,RENOVI B,"49,64"
1037203020035,RENOVI B,"148,96"
1037203020043,RENOVI B,"74,49"
1037203050015,ALPES XL,"27,75"
1037203050023,ALPES XL,"118,95"
1037203050082,ALPES XL,"55,51"
1037203050090,ALPES XL,"237,89"
1037203060029,RENOVI B PLUS,"41,06"
1037203070016,TYNNA,"14,42"
1037203070040,TYNNA,"54,13"
1037203070059,TYNNA,"72,24"
1037203070067,TYNNA,"108,32"
1037203080011,DARTRIAL,"34,09"
1037203080046,DARTRIAL,"204,53"
1037203080135,DARTRIAL,"51,14"
1037203080161,DARTRIAL,"306,79"
1037203080259,DARTRIAL,"52,77"
1037203080283,DARTRIAL,"316,66"
1038500020029,ATOSSION,"11,13"
1038500020037,ATOSSION,"16,73"
1038500030017,BACFAR,"29,74"
1038500030025,BACFAR,"22,02"
1038500030033,BACFAR,"21,08"
1038500030041,BACFAR,"11,78"
1038500030068,BACFAR,"16,71"
1038500030106,BACFAR,"22,98"
1038500040017,BENZEVIT,"36,58"
1038500050034,BIALERGE,"10,56"
1038500050042,BIALERGE,"11,11"
1038500070043,BIO - VAGIN,"51,39"
1038500160012,ELOTIN,"10,33"
1038500370012,MICOFIM,"19,18"
1038500380026,MICOGYN,"49,14"
1038500510011,VI -  FERRIN,"32,36"
1038500510046,VI -  FERRIN,"32,36"
1038500780032,PRÉ-FOLIC,"16,92"
1038500870041,CIPROFAR,"41,49"
1038500930034,SECFAR,"46,20"
1038500930042,SECFAR,"24,03"
1038500930085,SECFAR,"25,06"
1038500930093,SECFAR,"45,97"
1038501000014,NISUFAR,"31,63"
1038501000057,NISUFAR,"32,46"
1038501030010,PELLETRAT,"22,71"
1038501040016,SOFTDERM,"33,36"
1038501070012,SOFTEZ,"15,15"
1038501080018,ORALSEPT,"17,28"
1038501090013,LISOMUC,"23,50"
1038501090021,LISOMUC,"28,22"
1038501090048,LISOMUC,"34,04"
1038501090056,LISOMUC,"40,85"
1038501100019,CORTIFAR,"37,83"
1038501110022,OSTEOFAR,"59,89"
1038501120044,TOUX,"45,29"
1038501130015,VALERANCE,"82,74"
1038501140010,TURF,"105,26"
1038501140029,TURF,"150,35"
1038501150040,ACLAF,"154,75"
1038501160011,ACLAF,"95,44"
1039000590054,COLPISTAR,"57,16"
1039001150015,GYNOMAX,"80,25"
1039001230061,ALENDIL,"154,89"
1039001230078,ALENDIL,"231,96"
1039001280040,BELPELE,"98,30"
1039001280059,BELPELE,"32,73"
1039001300017,GLIMEPIL,"30,93"
1039001300025,GLIMEPIL,"61,96"
1039001300033,GLIMEPIL,"111,40"
1039001300041,GLIMEPIL,"155,94"
1039001310020,GINESSE,"44,85"
1039001310039,GINESSE,"134,51"
1039001360011,REDUCLIM,"282,88"
1039001360036,REDUCLIM,"46,93"
1039001360079,REDUCLIM,"26,74"
1039001360095,REDUCLIM,"117,84"
1039001360109,REDUCLIM,"88,19"
1039001390016,DOLAMIN,"27,27"
1039001390067,DOLAMIN,"10,22"
1039001390083,DOLAMIN,"40,93"
1039001400011,ADOLESS,"41,87"
1039001400021,ADOLESS,"120,49"
1039001410017,ABRILAR,"36,18"
1039001410076,ABRILAR,"79,33"
1039001410203,ABRILAR,"47,41"
1039001410211,ABRILAR,"65,77"
1039001420039,OTOCIRIAX,"39,97"
1039001430018,MATER FOLIC,"31,95"
1039001470011,MAREVAN,"8,93"
1039001470028,MAREVAN,"26,94"
1039001470095,MAREVAN,"40,38"
1039001470265,MAREVAN,"26,92"
1039001470281,MAREVAN,"134,71"
1039001480015,DARAPRIM,"3,17"
1039001540018,OTOSPORIN,"13,92"
1039001550013,ACTIFEDRIN,"12,35"
1039001550021,ACTIFEDRIN,"11,91"
1039001550031,ACTIFEDRIN,"12,35"
1039001590015,DEQUADIN,"12,65"
1039001590023,DEQUADIN,"12,65"
1039001590031,DEQUADIN,"12,65"
1039001620021,OTO BETNOVATE,"28,80"
1039001640012,CICATRENE,"20,01"
1039001650018,GYNOPAC,"93,19"
1039001650026,GYNOPAC,"103,41"
1039001700015,UMCKAN,"67,46"
1039001700023,UMCKAN,"105,28"
1039001720024,ULTRAFER,"37,74"
1039001720083,ULTRAFER,"57,07"
1039001730011,ANNITA,"85,77"
1039001730038,ANNITA,"74,29"
1039001730046,ANNITA,"35,87"
1039001740017,DOLAMIN FLEX,"42,14"
1039001740025,DOLAMIN FLEX,"52,67"
1039001740068,DOLAMIN FLEX,"21,05"
1039001750020,ALENDIL CÁLCIO D,"167,58"
1039001750039,ALENDIL CÁLCIO D,"143,70"
1039001760026,IXIUM,"270,14"
1039001790014,PROMENSIL,"38,96"
1039001790022,PROMENSIL,"116,91"
1039001800011,INICOX DP,"19,17"
1039001810066,FLEBON,"64,55"
1039001810074,FLEBON,"123,75"
1039001820010,SUSTRATE,"7,20"
1039001820029,SUSTRATE,"30,03"
1039001820045,SUSTRATE,"18,01"
1039001840089,INTHOS,"154,47"
1039001850017,GENGIMIN,"35,82"
1039001850051,GENGIMIN,"9,55"
1039001870018,LIDOSPORIN,"12,95"
1039001880013,FLEDOID,"12,46"
1039001880021,FLEDOID,"24,96"
1039001880031,FLEDOID,"14,25"
1039001880048,FLEDOID,"28,94"
1039001880056,FLEDOID,"13,00"
1039001880064,FLEDOID,"26,01"
1039001880072,FLEDOID,"13,99"
1039001880080,FLEDOID,"27,98"
1039001890043,ETHAMOLIN,"50,10"
1039001920015,ABRETIA,"36,75"
1039001920023,ABRETIA,"78,77"
1039001920031,ABRETIA,"157,49"
