,nome,codigo,preco
3311,RELVAR ELLIPTA,1010702990046,"153,39"
3312,TIVICAY,1010703000015,"1671,87"
3313,TIVICAY,1010703000031,"818,83"
3314,NASOCLEAN,1010703010010,"24,25"
3315,NASOCLEAN,1010703010037,"27,41"
3316,FLUARIX TETRA,1010703140054,"35,81"
3317,FLUARIX TETRA,1010703140062,"358,16"
3318,ANORO ELLIPTA,1010703180013,"53,06"
3319,ANORO ELLIPTA,1010703180021,"227,38"
3320,MENJUGATE,1010703200073,"166,48"
3321,BEXSERO,1010703210011,"334,07"
3322,BEXSERO,1010703210028,"334,07"
3323,BEXSERO,1010703210036,"3340,66"
3324,MENVEO,1010703220023,"932,99"
3325,MENVEO,1010703220031,"186,59"
3326,VANISTO,1010703230010,"102,76"
3327,VANISTO,1010703230029,"23,96"
3328,CALCIUM SANDOZ + VITAMINA C LARANJA,1010703250011,"8,77"
3329,TRIUMEQ,1010703260017,"2711,20"
3330,CALCIUM SANDOZ,1010703270047,"15,07"
3331,CALCIUM SANDOZ,1010703270063,"9,34"
3332,CATAFLAMPRO,1010703280050,"11,24"
3333,CATAFLAMPRO,1010703280085,"21,10"
3334,CATAFLAMPRO,1010703280115,"34,55"
3335,CATAFLAMPRO,1010703280131,"23,61"
3336,CATAFLAMPRO,1010703280158,"37,56"
3337,CATAFLAMPRO,1010703280182,"21,10"
3338,CATAFLAMPRO,1010703280255,"3,02"
3339,CATAFLAMPRO,1010703280263,"7,49"
3340,PROCTO-GLYVENOL,1010703290064,"15,69"
3341,PROCTO-GLYVENOL,1010703290072,"14,70"
3342,PRIVINA,1010703300019,"5,19"
3343,LAMISILATE,1010703310030,"10,00"
3344,LAMISILATE,1010703310057,"15,73"
3345,LAMISILATE,1010703310121,"30,98"
3346,OTRIVINA,1010703330015,"5,14"
3347,OTRIVINA,1010703330023,"6,67"
3348,TRIMEDAL,1010703340010,"2,58"
3349,TRIMEDAL,1010703340045,"15,56"
3350,NUCALA,1010703350016,"4728,05"
3351,NUCALA,1010703350024,"5963,34"
3352,NUCALA,1010703350032,"5963,34"
3353,NUCALA,1010703350040,"2220,63"
3354,NICOTINELL,1010703360011,"31,50"
3355,NICOTINELL,1010703360089,"32,99"
3356,NICOTINELL,1010703360151,"34,50"
3357,CLINDOXYL,1010703390018,"47,69"
3358,CLINDOXYL,1010703390034,"33,31"
3359,VITANOL-A,1010703400013,"25,86"
3360,VITANOL-A,1010703400021,"27,99"
3361,VITANOL-A,1010703400031,"32,54"
3362,KOZENIS,1010703430011,"8,59"
3363,TRELEGY,1010703440015,"92,01"
3364,TRELEGY,1010703440023,"197,16"
3365,REGRAIR,1010703450029,"23,80"
3366,ADVIL 12H,1010703460032,"11,74"
3367,ADVIL 12H,1010703460067,"18,79"
3368,ADVIL 12H,1010703460105,"72,55"
3369,ADVIL,1010703470011,"15,20"
3370,ADVIL,1010703470046,"97,03"
3371,ADVIL,1010703470070,"93,10"
3372,ADVIL,1010703470089,"213,79"
3373,ADVIL,1010703470119,"55,82"
3374,ADVIL,1010703470127,"24,20"
3375,ADVIL,1010703470135,"20,07"
3376,ADVIL,1010703470143,"14,95"
3377,ADVIL,1010703470151,"11,95"
3378,ADVIL,1010703470194,"21,62"
3379,ADVIL,1010703470208,"12,55"
3380,ZEJULA,1010703490012,"7445,38"
3381,ZEJULA,1010703490020,"14890,76"
3382,TIVICAY PD,1010703510013,"545,88"
3383,SHINGRIX,1010703520019,"414,67"
3384,DOVATO,1010703530014,"1748,73"
3385,RUKOBIA,1010703540011,"1828,58"
3386,JEMPERLI,1010703550015,"19172,99"
3387,ADVIPRO,1010703560053,"11,24"
3388,ADVIPRO,1010703560088,"21,10"
3389,ADVIPRO,1010703560185,"21,10"
3390,TANSUDART,1010703590025,"72,24"
3391,TANSUDART,1010703590084,"24,08"
3392,OTO - XILODASE,1011800210022,"12,37"
3393,INIBINA,1011800880014,"53,35"
3394,INIBINA,1011800880022,"51,46"
3395,INIBINA,1011800880038,"76,04"
3396,INIBINA,1011800880046,"254,42"
3397,RETEMIC,1011801080011,"20,26"
3398,RETEMIC,1011801080021,"33,65"
3399,RETEMIC,1011801080038,"26,92"
3400,RETEMIC,1011801080135,"30,45"
3401,RETEMIC,1011801080143,"60,88"
3402,COLCHIS,1011801090017,"24,21"
3403,COLCHIS,1011801090041,"36,33"
3404,YOMAX,1011801200025,"49,13"
3405,UNOPROST,1011801230013,"30,56"
3406,UNOPROST,1011801230137,"56,23"
3407,UNOPROST,1011801230145,"86,87"
3408,UNOPROST,1011801230171,"58,98"
3409,UNOPROST,1011801230196,"160,99"
3410,AZULFIN,1011801240043,"30,00"
3411,AZULFIN,1011801240051,"59,99"
3412,LITOCIT,1011801280010,"38,64"
3413,LITOCIT,1011801280045,"30,79"
3414,LITOCIT,1011801280061,"37,58"
3415,LITOCIT,1011801280088,"75,17"
3416,MIOSAN,1011801290010,"28,45"
3417,MIOSAN,1011801290040,"31,65"
3418,MIOSAN,1011801290075,"10,50"
3419,MIOSAN,1011801290083,"9,42"
3420,MIOSAN,1011801290113,"3,76"
3421,DONAREN,1011801300021,"56,96"
3422,DONAREN,1011801300062,"4,74"
3423,DONAREN,1011801300089,"28,47"
3424,DONAREN,1011801300097,"56,95"
3425,PRIMID,1011801310068,"42,18"
3426,PRIMID,1011801310092,"19,91"
3427,MOMENT,1011801350019,"50,99"
3428,MOMENT,1011801350027,"42,49"
3429,MOMENT,1011801350043,"31,38"
3430,DESTILBENOL,1011801390010,"27,18"
3431,TRIANCIL,1011801400016,"13,03"
3432,TRIANCIL,1011801400024,"65,19"
3433,TRIANCIL,1011801400040,"65,19"
3434,ETOXIN,1011801410011,"36,13"
3435,FLANCOX,1011801460027,"29,71"
3436,FLANCOX,1011801460035,"26,40"
3437,FLANCOX,1011801460043,"23,09"
3438,FLANCOX,1011801460086,"13,17"
3439,FLANCOX,1011801460116,"13,83"
3440,FLANCOX,1011801460159,"11,54"
3441,FLANCOX,1011801460167,"7,91"
3442,FLANCOX,1011801460175,"13,84"
3443,FLANCOX,1011801460183,"27,69"
3444,FLANCOX,1011801460191,"6,59"
3445,LEVOXIN,1011801490031,"53,17"
3446,LEVOXIN,1011801490066,"26,59"
3447,LEVOXIN,1011801490082,"12,88"
3448,LEVOXIN,1011801490090,"22,78"
3449,LEVOXIN,1011801490104,"76,00"
3450,LEVOXIN,1011801490112,"102,26"
3451,LABIRIN,1011801570183,"17,40"
3452,LABIRIN,1011801570221,"57,78"
3453,LABIRIN,1011801570248,"21,03"
3454,REUQUINOL,1011801620059,"104,21"
3455,REUQUINOL,1011801620067,"52,12"
3456,REUQUINOL,1011801620075,"24,30"
3457,REUQUINOL,1011801620083,"12,15"
3458,REUQUINOL,1011801620105,"10,37"
3459,POSTEC,1011801640017,"34,99"
3460,POSTEC,1011801640033,"67,44"
3461,MECLIN,1011801650055,"8,84"
3462,MECLIN,1011801650063,"13,26"
3463,MECLIN,1011801650098,"15,93"
3464,MECLIN,1011801650101,"23,89"
3465,ALOIS,1011805920014,"58,91"
3466,ALOIS,1011805920022,"116,67"
3467,ALOIS,1011805920030,"232,46"
3468,ALOIS,1011805920049,"96,86"
3469,ALOIS,1011805920057,"29,05"
3470,ALOIS,1011805920065,"13,59"
3471,ALOIS,1011805920073,"38,87"
3472,ALOIS,1011805920081,"116,62"
3473,ALOIS,1011805920091,"233,24"
3474,LONIUM,1011805930095,"37,02"
3475,LONIUM,1011805930109,"64,40"
3476,LONIUM,1011805930141,"11,54"
3477,COLCHIS,1011805950029,"72,66"
3478,LABIRIN,1011805960083,"28,15"
3479,LABIRIN,1011805960091,"55,75"
3480,URO-VAXOM,1011805990012,"24,48"
3481,URO-VAXOM,1011805990020,"73,46"
3482,DONAREN RETARD,1011806010011,"28,47"
3483,DONAREN RETARD,1011806010021,"56,96"
3484,DONAREN RETARD,1011806010038,"85,44"
3485,ARTANE,1011806040018,"6,98"
3486,ARTANE,1011806040026,"8,15"
3487,FITOSCAR,1011806050031,"42,79"
3488,FITOSCAR,1011806050056,"106,99"
3489,ARPADOL,1011806060027,"50,98"
3490,ARPADOL,1011806060043,"98,95"
3491,MIOSAN CAF,1011806110016,"3,63"
3492,MIOSAN CAF,1011806110032,"14,16"
3493,MIOSAN CAF,1011806110075,"4,05"
3494,MIOSAN CAF,1011806110091,"15,76"
3495,DOBEVEN,1011806120062,"7,56"
3496,DOBEVEN,1011806120097,"45,36"
3497,DOBEVEN,1011806120100,"90,73"
3498,CLORIDRATO DE MEMANTINA,1011806140020,"116,68"
3499,CLORIDRATO DE MEMANTINA,1011806140063,"13,59"
3500,CLORIDRATO DE MEMANTINA,1011806140071,"38,87"
3501,CLORIDRATO DE MEMANTINA,1011806140081,"116,62"
3502,CLORIDRATO DE MEMANTINA,1011806140098,"233,24"
3503,ALOIS,1011806150018,"28,94"
3504,ALOIS,1011806150026,"57,89"
3505,ALOIS,1011806150034,"96,49"
3506,ALOIS,1011806150042,"192,97"
3507,ALOIS,1011806150050,"289,45"
3508,PAXORAL,1011806160013,"48,02"
3509,PAXORAL,1011806160021,"144,13"
3510,PAXORAL,1011806160031,"32,42"
3511,PAXORAL,1011806160048,"97,32"
3512,PAXORAL,1011806160056,"32,42"
3513,PAXORAL,1011806160064,"97,32"
3514,LEVOXIN,1011806170019,"56,69"
3515,LEVOXIN,1011806170027,"79,41"
3516,LEVOXIN,1011806170035,"158,79"
3517,TRATURIL,1011806180014,"32,02"
3518,TRATURIL,1011806180022,"62,97"
3519,INSIT®,1011806190052,"50,25"
3520,INSIT®,1011806190060,"46,90"
3521,INSIT®,1011806190079,"25,13"
3522,INSIT®,1011806190087,"23,45"
3523,INSIT®,1011806190095,"85,03"
3524,INSIT®,1011806190109,"79,35"
3525,INSIT®,1011806190117,"42,52"
3526,INSIT®,1011806190125,"39,67"
3527,INSIT®,1011806190133,"143,00"
3528,INSIT®,1011806190141,"133,47"
3529,INSIT®,1011806190151,"71,50"
3530,INSIT®,1011806190168,"66,74"
3531,INSIT®,1011806190176,"11,39"
3532,INSIT®,1011806190184,"12,20"
3533,INSIT®,1011806190192,"22,76"
3534,INSIT®,1011806190206,"24,38"
3535,INSIT®,1011806190214,"11,67"
3536,INSIT®,1011806190222,"19,83"
3537,INSIT®,1011806190230,"5,68"
3538,INSIT®,1011806190265,"23,45"
3539,INSIT®,1011806190273,"100,55"
3540,INSIT®,1011806190281,"100,43"
3541,INSIT®,1011806190291,"170,03"
3542,INSIT®,1011806190303,"196,67"
3543,INSIT®,1011806190311,"286,02"
3544,DUEFORZI,1011806210029,"29,69"
3545,DUEFORZI,1011806210037,"26,37"
3546,DUEFORZI,1011806210045,"23,09"
3547,DUEFORZI,1011806210088,"13,17"
3548,DUEFORZI,1011806210096,"59,37"
3549,DUEFORZI,1011806210101,"9,89"
3550,DUEFORZI,1011806210118,"13,83"
3551,DUEFORZI,1011806210150,"11,54"
3552,INILOK,1011806220016,"51,34"
3553,INILOK,1011806220024,"85,56"
3554,INILOK,1011806220032,"119,79"
3555,INILOK,1011806220040,"256,69"
3556,INILOK,1011806220059,"385,03"
3557,INILOK,1011806220067,"513,37"
3558,INILOK,1011806220075,"770,06"
3559,INILOK,1011806220083,"17,10"
3560,INILOK,1011806220105,"59,90"
3561,INILOK,1011806220113,"128,34"
3562,INILOK,1011806220121,"239,57"
3563,INPRUV D,1011806230011,"28,71"
3564,INPRUV D,1011806230021,"86,16"
3565,INPRUV D,1011806230038,"44,43"
3566,INPRUV D,1011806230046,"133,31"
3567,INPRUV D,1011806230054,"74,28"
3568,INPRUV D,1011806230062,"222,87"
3569,INPRUV D,1011806230070,"126,62"
3570,INPRUV D,1011806230089,"17,22"
3571,INPRUV D,1011806230097,"34,43"
3572,INPRUV D,1011806230100,"172,19"
3573,INPRUV D,1011806230119,"258,28"
3574,INPRUV D,1011806230127,"261,86"
3575,INPRUV D,1011806230135,"392,80"
3576,INPRUV D,1011806230143,"445,41"
3577,INPRUV D,1011806230151,"668,11"
3578,INPRUV D,1011806230161,"253,17"
3579,INPRUV D,1011806230178,"379,76"
3580,INPRUV D K,1011806240017,"11,31"
3581,INPRUV D K,1011806240025,"15,84"
3582,INPRUV D K,1011806240033,"33,93"
3583,INPRUV D K,1011806240041,"67,88"
3584,INPRUV D K,1011806240051,"101,82"
3585,INPRUV D K,1011806240068,"17,49"
3586,INPRUV D K,1011806240076,"35,00"
3587,INPRUV D K,1011806240084,"52,50"
3588,INPRUV D K,1011806240092,"124,70"
3589,INPRUV D K,1011806240106,"249,37"
3590,INPRUV D K,1011806240114,"374,06"
3591,INPRUV D K,1011806240122,"43,66"
3592,INPRUV D K,1011806240130,"61,14"
3593,INPRUV D K,1011806240149,"130,99"
3594,INPRUV D K,1011806240157,"262,00"
3595,INPRUV D K,1011806240165,"393,00"
3596,HYAX,1011806250012,"34,99"
3597,HYAX,1011806250039,"67,44"
3598,MEZYAC,1011806260050,"8,84"
3599,MEZYAC,1011806260069,"13,26"
3600,MEZYAC,1011806260093,"15,93"
3601,MEZYAC,1011806260107,"23,89"
3602,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270031,"56,18"
3603,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270048,"240,76"
3604,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270072,"63,21"
3605,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270080,"270,96"
3606,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270110,"66,59"
3607,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270129,"285,45"
3608,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270153,"66,59"
3609,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270161,"285,45"
3610,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270196,"570,63"
3611,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270201,"855,94"
3612,CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA,1011806270218,"1141,25"
3613,ALOIS DUO,1011806280035,"86,43"
3614,ALOIS DUO,1011806280043,"370,43"
3615,ALOIS DUO,1011806280078,"97,26"
3616,ALOIS DUO,1011806280086,"416,85"
3617,ALOIS DUO,1011806280116,"102,46"
3618,ALOIS DUO,1011806280124,"439,16"
3619,ALOIS DUO,1011806280159,"102,46"
3620,ALOIS DUO,1011806280167,"439,17"
3621,ALOIS DUO,1011806280191,"724,58"
3622,ALOIS DUO,1011806280205,"1086,86"
3623,ALOIS DUO,1011806280213,"1449,14"
3624,INSIT®,1011806290030,"154,61"
3625,INSIT®,1011806290049,"309,23"
3626,DUEFORZI,1011806300141,"7,91"
3627,DUEFORZI,1011806300151,"13,84"
3628,DUEFORZI,1011806300168,"27,69"
3629,SPASMEX,1011806310015,"7,00"
3630,SPASMEX,1011806310023,"14,01"
3631,SPASMEX,1011806310031,"28,04"
3632,SPASMEX,1011806310041,"14,01"
3633,SPASMEX,1011806310058,"28,04"
3634,SPASMEX,1011806310066,"56,08"
3635,SPASMEX,1011806310090,"8,80"
3636,SPASMEX,1011806310112,"42,04"
3637,SPASMEX,1011806310120,"56,06"
3638,SPASMEX,1011806310139,"84,13"
3639,SPASMEX,1011806310147,"112,17"
3640,ENIAGOR,1011806320010,"109,54"
3641,ENIAGOR,1011806320029,"109,54"
3642,ENIAGOR,1011806320037,"219,10"
3643,ENIAGOR,1011806320045,"328,65"
3644,INSERIS XR,1011806330016,"28,47"
3645,INSERIS XR,1011806330024,"56,96"
3646,INSERIS XR,1011806330032,"85,44"
3647,INSERIS XR,1011806330040,"56,95"
3648,INSERIS XR,1011806330059,"113,91"
3649,INSERIS XR,1011806330067,"170,87"
3650,RAMELTEONA,1011806340062,"6,31"
3651,RAMELTEONA,1011806340070,"8,84"
3652,RAMELTEONA,1011806340089,"12,63"
3653,RAMELTEONA,1011806340097,"8,84"
3654,RAMELTEONA,1011806340100,"37,89"
3655,XAFAC,1011806350017,"21,19"
3656,XAFAC,1011806350025,"45,43"
3657,XAFAC,1011806350033,"90,86"
3658,XAFAC,1011806350041,"181,72"
3659,XAFAC,1011806350122,"28,74"
3660,XAFAC,1011806350130,"41,40"
3661,XAFAC,1011806350149,"59,13"
3662,XAFAC,1011806350157,"88,53"
3663,XAFAC,1011806350165,"177,40"
3664,XAFAC,1011806350173,"354,80"
3665,XAFAC,1011806350181,"591,33"
3666,XAFAC,1011806350270,"41,37"
3667,XAFAC,1011806350289,"82,76"
3668,XAFAC,1011806350297,"88,67"
3669,XAFAC,1011806350300,"165,52"
3670,XAFAC,1011806350319,"177,35"
3671,XAFAC,1011806350327,"248,28"
3672,XAFAC,1011806350335,"354,69"
3673,XAFAC,1011806350343,"579,32"
3674,XAFAC,1011806350432,"41,93"
3675,XAFAC,1011806350440,"83,88"
3676,XAFAC,1011806350459,"88,07"
3677,XAFAC,1011806350467,"167,76"
3678,XAFAC,1011806350475,"179,74"
3679,XAFAC,1011806350483,"251,65"
3680,XAFAC,1011806350491,"359,48"
3681,XAFAC,1011806350505,"587,17"
3682,RAHIME,1011806360063,"9,71"
3683,RAHIME,1011806360071,"13,59"
3684,RAHIME,1011806360081,"19,42"
3685,RAHIME,1011806360098,"38,86"
3686,RAHIME,1011806360101,"58,29"
3687,RIVAROXABANA,1011806370018,"13,78"
3688,RIVAROXABANA,1011806370026,"29,52"
3689,RIVAROXABANA,1011806370034,"59,06"
3690,RIVAROXABANA,1011806370042,"118,11"
3691,RIVAROXABANA,1011806370050,"19,68"
3692,RIVAROXABANA,1011806370069,"27,55"
3693,RIVAROXABANA,1011806370077,"39,36"
3694,RIVAROXABANA,1011806370085,"59,05"
3695,RIVAROXABANA,1011806370093,"118,08"
3696,RIVAROXABANA,1011806370107,"236,19"
3697,RIVAROXABANA,1011806370115,"393,63"
3698,RIVAROXABANA,1011806370123,"27,55"
3699,RIVAROXABANA,1011806370131,"55,10"
3700,RIVAROXABANA,1011806370141,"59,04"
3701,RIVAROXABANA,1011806370158,"110,20"
3702,RIVAROXABANA,1011806370166,"118,07"
3703,RIVAROXABANA,1011806370174,"165,30"
3704,RIVAROXABANA,1011806370182,"236,16"
3705,RIVAROXABANA,1011806370190,"385,73"
3706,RIVAROXABANA,1011806370204,"27,55"
3707,RIVAROXABANA,1011806370212,"55,10"
3708,RIVAROXABANA,1011806370220,"59,04"
3709,RIVAROXABANA,1011806370239,"110,20"
3710,RIVAROXABANA,1011806370247,"118,07"
3711,RIVAROXABANA,1011806370255,"165,30"
3712,RIVAROXABANA,1011806370263,"236,16"
3713,RIVAROXABANA,1011806370271,"385,73"
3714,MECLIN JET,1011806380013,"3,53"
3715,MECLIN JET,1011806380021,"8,84"
3716,MECLIN JET,1011806380031,"13,26"
3717,MECLIN JET,1011806380048,"6,36"
3718,MECLIN JET,1011806380056,"15,93"
3719,MECLIN JET,1011806380064,"23,89"
3720,MIRABEGRONA,1011806390035,"31,90"
3721,MIRABEGRONA,1011806390043,"95,73"
3722,ZANIDIP,1011806410036,"55,02"
3723,ZANIDIP,1011806410044,"82,54"
3724,ZANIDIP,1011806410109,"139,96"
3725,MICPURE,1011806430037,"49,09"
3726,MICPURE,1011806430045,"147,04"
3727,ALOIS DUO PACK,1011806450011,"335,51"
3728,MIOSAN ODT,1011806460017,"3,77"
3729,MIOSAN ODT,1011806460025,"9,42"
3730,MIOSAN ODT,1011806460157,"4,21"
3731,MIOSAN ODT,1011806460165,"10,51"
3732,SOLUÇÃO DE GLICOSE,1013900100084,"162,64"
3733,SOLUÇÃO DE GLICOSE,1013900100092,"116,86"
3734,SOLUÇÃO DE GLICOSE,1013900100106,"99,33"
3735,SOLUÇÃO DE GLICOSE,1013900100122,"145,92"
3736,SOLUÇÃO DE GLICOSE,1013900100130,"92,63"
3737,SOLUÇÃO DE GLICOSE,1013900100149,"75,89"
3738,SOLUÇÃO DE GLICOSE,1013900100165,"139,69"
3739,SOLUÇÃO DE GLICOSE,1013900100173,"88,66"
3740,SOLUÇÃO DE GLICOSE,1013900100181,"72,66"
3741,SOLUÇÃO DE GLICOSE,1013900100191,"155,71"
3742,SOLUÇÃO DE GLICOSE,1013900100203,"111,89"
3743,SOLUÇÃO DE GLICOSE,1013900100211,"95,11"
3744,SOLUÇÃO DE GLICOSE,1013900100221,"317,05"
3745,SOLUÇÃO GLICOFISIOLÓGICA SANOBIOL,1013900110071,"134,28"
3746,SOLUÇÃO GLICOFISIOLÓGICA SANOBIOL,1013900110081,"96,26"
3747,SOLUÇÃO GLICOFISIOLÓGICA SANOBIOL,1013900110098,"87,98"
3748,SOLUÇÃO GLICOFISIOLÓGICA SANOBIOL,1013900110101,"128,56"
3749,SOLUÇÃO GLICOFISIOLÓGICA SANOBIOL,1013900110111,"92,16"
3750,SOLUÇÃO GLICOFISIOLÓGICA SANOBIOL,1013900110128,"84,23"
3751,AGUA PARA INJEÇAO,1013900160117,"189,94"
3752,AGUA PARA INJEÇAO,1013900160125,"105,38"
3753,AGUA PARA INJEÇAO,1013900160133,"88,10"
3754,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190075,"327,73"
3755,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190083,"141,14"
3756,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190091,"84,72"
3757,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190105,"69,24"
3758,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190148,"125,80"
3759,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190156,"75,51"
3760,"SOLUÇÃO FISIOLÓGICA A 0,9%",1013900190164,"61,71"
3761,SOLUÇÃO ENEMA DE GLICERINA,1013900230018,"47,36"
3762,SOLUÇÃO ENEMA DE GLICERINA,1013900230026,"56,81"
3763,MALVATRICIN,1014300240023,"10,52"
3764,MALVATRICIN,1014300240090,"18,74"
3765,MALVATRICIN,1014300240185,"22,00"
3766,MALVATRICIN,1014300240231,"17,18"
3767,MALVATRICIN,1014300240381,"9,26"
3768,PENETRO,1014300270039,"14,05"
3769,DROXAINE,1014300570010,"19,62"
3770,DROXAINE,1014300570037,"11,63"
3771,MALVONA,1014300680029,"11,74"
3772,MALVONA,1014300680037,"18,76"
3773,GOTAS BINELLI,1014300700011,"9,83"
3774,BESEROL,1014300720012,"12,30"
3775,BESEROL,1014300720063,"3,96"
3776,BESEROL,1014300720098,"21,83"
3777,CAPILAREMA,1014600100060,"13,87"
3778,CAPILAREMA,1014600100079,"29,39"
3779,CAPILAREMA,1014600100095,"52,28"
3780,ORNITARGIN,1014600340058,"7,05"
3781,MONOCORDIL,1014600520013,"7,74"
3782,MONOCORDIL,1014600520094,"9,98"
3783,MONOCORDIL,1014600520159,"20,24"
3784,MONOCORDIL,1014600520167,"40,44"
3785,MONOCORDIL,1014600520205,"8,97"
3786,MONOCORDIL,1014600520264,"17,49"
3787,SINVASCOR,1014600610026,"45,55"
3788,SINVASCOR,1014600610050,"45,55"
3789,SINVASCOR,1014600610077,"61,37"
3790,SINVASCOR,1014600610085,"15,24"
3791,SINVASCOR,1014600610093,"45,70"
3792,ZIPROL,1014600640014,"41,73"
3793,ZIPROL,1014600640022,"19,23"
3794,ZIPROL,1014600640154,"11,07"
3795,ZIPROL,1014600640189,"40,86"
3796,ZIPROL,1014600640197,"70,47"
3797,DIVELOL,1014600650028,"18,79"
3798,DIVELOL,1014600650052,"17,56"
3799,DIVELOL,1014600650060,"17,95"
3800,DIVELOL,1014600650087,"19,73"
3801,DIVELOL,1014600650099,"8,76"
3802,DIVELOL,1014600650109,"19,73"
3803,DIVELOL,1014600650151,"19,73"
3804,DIVELOL,1014600650214,"18,80"
3805,DIVELOL,1014600650222,"32,93"
3806,DIVELOL,1014600650233,"21,41"
3807,DIVELOL,1014600650257,"32,93"
3808,DIVELOL,1014600650281,"32,93"
3809,DIVELOL,1014600650291,"32,93"
3810,AMIOBAL,1014600690021,"13,40"
3811,AMIOBAL,1014600690062,"15,55"
3812,AMIOBAL,1014600690070,"20,10"
3813,METADOXIL,1014600870011,"33,66"
3814,METADOXIL,1014600870044,"5,63"
3815,AGREG,1014600890010,"50,81"
3816,AGREG,1014600890045,"108,88"
3817,POLIPRED,1014700040027,"21,59"
3818,PRED,1014700060018,"25,60"
3819,PRED,1014700060042,"26,51"
3820,PRED,1014700060052,"13,25"
3821,FLUMEX,1014700130018,"12,52"
3822,ZINCOLOK,1014700260019,"6,15"
3823,OFLOX,1014700270015,"24,00"
3824,BETAGAN,1014700410010,"19,14"
3825,BETAGAN,1014700410029,"33,23"
3826,OCUFEN,1014700420016,"15,66"
3827,BOTOX,1014700450012,"1451,97"
3828,BOTOX,1014700450020,"725,99"
3829,BOTOX,1014700450039,"2903,95"
3830,ACULAR,1014700460018,"41,70"
3831,ACULAR,1014700460069,"33,38"
3832,ACULAR,1014700460077,"66,71"
3833,ACULAR,1014700460093,"30,01"
3834,ACULAR,1014700460107,"60,06"
3835,ACULAR,1014700460115,"90,07"
3836,ANESTÉSICO OCULUM,1014700490014,"6,05"
3837,FILMCEL,1014700590019,"7,35"
3838,EPITEZAN,1014700620023,"8,24"
3839,BIAMOTIL D,1014700630088,"23,03"
3840,BIAMOTIL D,1014700630096,"25,27"
3841,GENTAMICINA,1014700690021,"6,63"
3842,COLÍRIO FENILEFRINA 10% OCULUM,1014700830011,"7,02"
3843,STILL,1014700900018,"9,77"
3844,ATROPINA,1014700910021,"6,25"
3845,ATROPINA,1014700910048,"5,56"
3846,CROMOGLICATO,1014700960010,"9,43"
3847,CROMOGLICATO,1014700960029,"7,45"
3848,DINILL,1014701020011,"7,99"
3849,ARGIROL OCULUM,1014701060013,"6,98"
3850,PILOCARPINA,1014701110010,"13,84"
3851,PILOCARPINA,1014701110096,"19,50"
3852,PILOCARPINA,1014701110101,"28,51"
3853,CICLOPLÉGICO,1014701310011,"6,21"
3854,ALPHAGAN,1014701420011,"59,08"
3855,ALPHAGAN,1014701420028,"95,49"
3856,ALPHAGAN,1014701420052,"59,08"
3857,ALPHAGAN,1014701420079,"18,56"
3858,ALPHAGAN,1014701420087,"30,96"
3859,REFRESH GEL,1014701460046,"32,02"
3860,LUMIGAN,1014701550029,"88,34"
3861,LUMIGAN,1014701550037,"132,54"
3862,LUMIGAN,1014701550053,"71,36"
3863,LUMIGAN,1014701550061,"118,91"
3864,MALEATO DE TIMOLOL,1014701570021,"17,95"
3865,MALEATO DE TIMOLOL,1014701570038,"7,53"
3866,TOBRAMICINA + DEXAMETASONA,1014701580017,"15,26"
3867,ZYMAR,1014701590020,"24,02"
3868,ZYMAR,1014701590039,"24,02"
3869,ZYMAR,1014701590047,"40,04"
3870,RESTASIS,1014701600077,"132,48"
3871,COMBIGAN,1014701620027,"106,97"
3872,RELESTAT,1014701630014,"37,08"
3873,RELESTAT,1014701630022,"74,15"
3874,BIAMOTIL,1014701640011,"15,03"
3875,BIAMOTIL,1014701640028,"14,34"
3876,GANFORT,1014701710026,"72,43"
3877,GANFORT,1014701710042,"120,73"
3878,GANFORT,1014701710050,"48,27"
3879,GANFORT,1014701710069,"96,54"
3880,GANFORT,1014701710077,"289,70"
3881,FRESH CLEAR,1014701740030,"10,74"
3882,ZYPRED,1014701750011,"20,61"
3883,ZYPRED,1014701750028,"41,24"
3884,OZURDEX,1014701760015,"2504,17"
3885,LATISSE,1014701770037,"123,99"
3886,LASTACAFT,1014701790011,"34,92"
3887,VIIBRYD,1014701830017,"32,49"
3888,VIIBRYD,1014701830023,"64,94"
3889,VIIBRYD,1014701830031,"129,89"
